"coach_name","season","team_abbreviation","wins","losses","w_pct_rank","net_rating","net_rating_rank","off_rating","off_rating_rank","def_rating","def_rating_rank","pace_rank","pace","efg_pct_rank","efg_pct","fta_rate_rank","fta_rate","tm_tov_pct_rank","tm_tov_pct","oreb_pct_rank","oreb_pct","pct_fga_3pt_rank","pct_fga_3pt","opp_efg_pct_rank","opp_efg_pct","opp_fta_rate_rank","opp_fta_rate","opp_tov_pct_rank","opp_tov_pct","opp_oreb_pct_rank","opp_oreb_pct","opp_pct_fga_3pt_rank","opp_pct_fga_3pt"
"R. Carlisle (42-40)","2015-16","DAL","42","40",14,-0.4,16,105.5,11,105.9,16,22,95.34,13,0.502,19,0.265,2,0.132,28,0.241,5,0.339,17,0.504,10,0.269,17,0.144,14,0.277,26,0.311289628460766
"R. Carlisle (50-32)","2014-15","DAL","50","32",9,3.2,9,108.2,5,104.9,17,8,96.4,6,0.515,19,0.262,3,0.133,28,0.269,9,0.296,21,0.503,14,0.271,4,0.167,30,0.319,28,0.293506493506493
"R. Carlisle (49-33)","2013-14","DAL","49","33",10,2.3,12,109.5,6,107.2,21,15,94.94,4,0.526,23,0.253,4,0.141,23,0.276,13,0.274,24,0.515,21,0.303,4,0.167,22,0.306,25,0.282931215345422
"R. Carlisle (41-41)","2012-13","DAL","41","41",17,-0.6,17,104.7,14,105.4,18,6,95.09,11,0.506,26,0.242,3,0.144,27,0.259,15,0.236,10,0.492,27,0.302,19,0.152,17,0.302,23,0.259651669085631
"R. Carlisle (36-30)","2011-12","DAL","36","30",13,1.1,14,102.1,22,100.9,8,12,92.61,15,0.489,27,0.246,6,0.149,28,0.268,4,0.271,9,0.479,14,0.27,15,0.157,4,0.286,28,0.253803339517625
"R. Carlisle (57-25)","2010-11","DAL","57","25",4,4.4,8,108.4,9,104.1,8,17,92.24,3,0.525,21,0.286,16,0.151,25,0.278,3,0.274,9,0.488,4,0.275,19,0.147,7,0.287,14,0.222355769230769
"R. Carlisle (55-27)","2009-10","DAL","55","27",4,2.8,12,107.8,10,105,12,15,93.6,13,0.506,26,0.277,2,0.137,26,0.279,14,0.222,15,0.495,5,0.272,11,0.154,16,0.303,17,0.222630418809699
"R. Carlisle (50-32)","2008-09","DAL","50","32",9,2,10,109,6,107,17,16,92.68,10,0.504,27,0.274,4,0.136,18,0.297,10,0.241,10,0.493,7,0.282,26,0.139,10,0.293,6,0.204235781990521
"A. Johnson (51-31)","2007-08","DAL","51","31",10,4.8,10,109.5,8,104.7,8,22,91.38,12,0.502,12,0.318,5,0.138,17,0.3,19,0.215,4,0.474,22,0.331,30,0.133,3,0.284,1,0.178293390322088
"A. Johnson (67-15)","2006-07","DAL","67","15",1,7.6,2,109.7,2,102.1,5,25,90.68,5,0.509,18,0.317,6,0.152,9,0.32,13,0.218,4,0.477,24,0.355,18,0.16,5,0.281,2,0.172087806441275
"A. Johnson (60-22)","2005-06","DAL","60","22",3,6.7,3,109.9,2,103.2,9,25,89.3,10,0.495,5,0.364,11,0.15,2,0.347,21,0.175,8,0.475,19,0.342,14,0.156,18,0.31,4,0.177243234689033
"D. Nelson (42-22)","2004-05","DAL","42","22",5,4.4,4,107.2,5,102.8,9,5,95.05,12,0.486,9,0.341,2,0.141,18,0.313,16,0.189,9,0.475,12,0.311,11,0.163,19,0.323,24,0.206480783722683
"A. Johnson (16-2)","2004-05","DAL","16","2",1,11.5,1,113,3,101.5,6,21,91.08,3,0.514,4,0.365,13,0.148,8,0.343,18,0.194,5,0.46,17,0.337,3,0.175,28,0.338,11,0.192307692307692
"D. Nelson (52-30)","2003-04","DAL","52","30",7,4.5,6,110.4,1,105.9,26,2,94.62,3,0.495,29,0.256,1,0.128,6,0.335,9,0.201,28,0.498,7,0.287,18,0.159,14,0.314,28,0.215562719812427
"D. Nelson (60-22)","2002-03","DAL","60","22",1,8.3,1,109.3,1,101,11,8,93.75,3,0.498,28,0.257,1,0.123,28,0.277,2,0.239,15,0.473,18,0.304,8,0.17,22,0.323,27,0.209510991475998
"D. Nelson (57-25)","2001-02","DAL","57","25",4,4.3,4,110.3,1,106,24,4,94.36,2,0.507,16,0.288,1,0.127,27,0.285,5,0.237,19,0.485,25,0.319,23,0.148,18,0.317,20,0.18873157203328
"D. Nelson (53-29)","2000-01","DAL","53","29",5,4.4,5,105.6,4,101.2,13,4,94.52,3,0.498,21,0.291,3,0.146,29,0.272,6,0.202,12,0.467,24,0.333,13,0.163,24,0.322,16,0.170327207530255
"D. Nelson (40-42)","1999-00","DAL","40","42",18,-0.5,18,104.7,7,105.2,24,6,96.64,8,0.49,29,0.248,1,0.142,27,0.281,7,0.188,21,0.488,8,0.284,12,0.166,29,0.353,21,0.176378845881185
"D. Nelson (19-31)","1998-99","DAL","19","31",22,-2.7,23,100.2,15,103,25,14,90.8,19,0.459,26,0.3,4,0.151,18,0.321,22,0.148,22,0.476,7,0.296,26,0.153,15,0.327,17,0.169928164478573
"J. Cleamons (4-12)","1997-98","DAL","4","12",25,-10.6,28,96.9,26,107.4,26,23,91,23,0.452,29,0.243,5,0.159,25,0.311,6,0.198,26,0.496,3,0.271,26,0.151,27,0.38,8,0.135175504107543
"D. Nelson (16-50)","1997-98","DAL","16","50",25,-5.3,23,99.4,26,104.7,21,13,91.59,25,0.46,29,0.261,6,0.155,28,0.305,11,0.17,21,0.487,2,0.275,16,0.166,27,0.365,22,0.173175182481752
"J. Cleamons (24-58)","1996-97","DAL","24","58",24,-6.5,24,99.5,28,106,16,20,90.65,28,0.469,24,0.297,23,0.177,15,0.332,16,0.204,19,0.5,11,0.305,15,0.171,25,0.35,21,0.223252937538652
"M. Malone (57-25)","2023-24","DEN","57","25",2,5.5,4,117.8,5,112.3,8,26,97.43,8,0.562,24,0.224,9,0.13,6,0.3,30,0.352,3,0.526,21,0.252,26,0.127,15,0.282,2,0.358856984325149
"M. Malone (53-29)","2022-23","DEN","53","29",4,3.3,6,116.8,5,113.5,15,24,98.74,1,0.573,20,0.259,23,0.147,12,0.289,21,0.361,15,0.543,10,0.26,18,0.136,11,0.273,16,0.378314261791795
"M. Malone (48-34)","2021-22","DEN","48","34",10,2.3,11,113.8,6,111.5,15,20,98.41,1,0.556,20,0.244,26,0.146,19,0.268,14,0.416,20,0.537,12,0.249,26,0.129,1,0.248,14,0.391462053571429
"M. Malone (47-25)","2020-21","DEN","47","25",5,4.8,6,116.3,6,111.5,11,27,97.74,6,0.557,28,0.219,15,0.136,2,0.292,18,0.383,21,0.545,23,0.258,12,0.143,6,0.249,26,0.417954138884371
"M. Malone (46-27)","2019-20","DEN","46","27",6,2.2,11,112.6,5,110.4,16,29,97.64,10,0.535,26,0.235,9,0.139,3,0.294,27,0.344,17,0.533,14,0.26,14,0.144,20,0.275,21,0.391855490413564
"M. Malone (54-28)","2018-19","DEN","54","28",4,4,8,112.1,7,108.1,10,26,98.49,15,0.527,27,0.232,11,0.136,1,0.308,15,0.348,15,0.521,17,0.257,15,0.137,5,0.256,20,0.369565217391304
"M. Malone (46-36)","2017-18","DEN","46","36",14,1.4,11,111.4,6,110,23,15,97.69,6,0.536,13,0.258,23,0.151,2,0.3,9,0.357,26,0.539,9,0.235,22,0.14,11,0.264,12,0.332349219738507
"M. Malone (40-42)","2016-17","DEN","40","42",18,0.4,13,112.2,4,111.7,29,6,99.18,5,0.53,13,0.276,23,0.15,2,0.314,10,0.329,28,0.532,6,0.248,30,0.12,2,0.247,7,0.297047461368653
"M. Malone (33-49)","2015-16","DEN","33","49",21,-3.3,23,104.9,17,108.2,25,17,96.34,23,0.489,12,0.282,19,0.151,3,0.304,17,0.277,22,0.515,20,0.284,20,0.141,9,0.268,19,0.29446697566628
"B. Shaw (20-39)","2014-15","DEN","20","39",25,-4.6,25,102.5,22,107.1,25,5,96.45,27,0.47,11,0.286,12,0.145,11,0.301,12,0.278,19,0.499,29,0.316,22,0.142,20,0.302,10,0.259891544486845
"M. Hunt (10-13)","2014-15","DEN","10","13",20,0.1,17,107.3,10,107.2,22,5,97.92,13,0.502,19,0.258,14,0.146,7,0.307,10,0.298,23,0.515,29,0.33,10,0.158,18,0.296,19,0.274093264248705
"B. Shaw (36-46)","2013-14","DEN","36","46",20,-2.2,20,105.1,18,107.3,22,3,98.95,16,0.497,7,0.306,24,0.16,11,0.31,12,0.278,13,0.5,23,0.306,23,0.145,18,0.297,10,0.243296641264465
"G. Karl (57-25)","2012-13","DEN","57","25",4,5.1,5,109.3,5,104.2,13,2,95.92,7,0.515,5,0.308,18,0.157,1,0.345,22,0.217,13,0.493,13,0.264,7,0.164,29,0.325,27,0.269608540925267
"G. Karl (38-28)","2011-12","DEN","38","28",11,3.2,9,108.3,3,105.1,22,2,95.03,2,0.516,2,0.326,18,0.16,10,0.316,12,0.243,26,0.508,4,0.243,8,0.162,7,0.295,30,0.267372957442988
"G. Karl (50-32)","2010-11","DEN","50","32",9,4.9,7,111.7,1,106.8,16,3,96.06,2,0.526,1,0.367,9,0.147,23,0.283,7,0.258,16,0.5,12,0.296,26,0.143,4,0.284,26,0.243600930773706
"G. Karl (53-29)","2009-10","DEN","53","29",6,4.4,8,110.8,3,106.5,16,5,95.61,10,0.509,1,0.376,9,0.144,16,0.304,13,0.227,14,0.495,23,0.326,9,0.157,26,0.313,16,0.221401123263376
"G. Karl (54-28)","2008-09","DEN","54","28",5,3.4,8,109,7,105.6,8,6,95.39,7,0.512,1,0.382,24,0.16,10,0.311,15,0.227,5,0.485,25,0.331,7,0.161,23,0.317,25,0.243840902344909
"G. Karl (50-32)","2007-08","DEN","50","32",11,3.4,11,108.9,9,105.5,12,1,100.58,9,0.51,1,0.358,9,0.144,21,0.292,13,0.228,14,0.499,8,0.278,5,0.162,24,0.314,23,0.234150349171573
"G. Karl (45-37)","2006-07","DEN","45","37",10,1.7,9,106.7,8,105.1,12,2,98.2,12,0.501,6,0.36,23,0.167,7,0.322,16,0.212,15,0.499,3,0.274,8,0.166,26,0.322,19,0.221360045146727
"G. Karl (44-38)","2005-06","DEN","44","38",11,0.3,15,104.4,17,104.1,13,2,94.9,15,0.488,10,0.347,14,0.154,16,0.3,23,0.161,20,0.493,7,0.309,4,0.168,22,0.318,25,0.218805440567711
"J. Bzdelik (13-15)","2004-05","DEN","13","15",17,-2.7,23,100.5,21,103.2,18,8,94.08,17,0.471,14,0.332,21,0.168,24,0.308,25,0.14,25,0.494,11,0.315,4,0.176,13,0.321,11,0.183728207420653
"M. Cooper (4-10)","2004-05","DEN","4","10",24,-4.1,21,101.7,23,105.8,16,11,92.67,27,0.453,14,0.322,11,0.143,17,0.304,23,0.148,19,0.496,23,0.337,7,0.164,16,0.316,29,0.245487364620939
"G. Karl (32-8)","2004-05","DEN","32","8",1,7.6,3,108.7,6,101.1,7,4,95.8,5,0.503,4,0.372,17,0.154,15,0.319,24,0.141,8,0.468,20,0.341,4,0.172,22,0.325,17,0.202085249923336
"J. Bzdelik (43-39)","2003-04","DEN","43","39",11,1,12,102.4,9,101.4,15,1,94.64,17,0.467,11,0.319,17,0.164,5,0.337,26,0.146,20,0.481,16,0.303,3,0.18,24,0.336,3,0.158510957670369
"J. Bzdelik (17-65)","2002-03","DEN","17","65",28,-8.9,28,91.2,29,100.1,7,16,92.11,29,0.428,22,0.283,29,0.2,3,0.345,26,0.126,18,0.477,29,0.384,1,0.185,7,0.303,18,0.186298669295219
"D. Issel (9-17)","2001-02","DEN","9","17",25,-4.7,23,102.4,17,107.1,29,21,90.7,25,0.45,28,0.226,7,0.141,4,0.356,8,0.211,22,0.485,27,0.335,26,0.147,27,0.339,13,0.17708830548926
"M. Evans (18-38)","2001-02","DEN","18","38",25,-7.1,27,99.3,28,106.4,24,15,91.65,28,0.457,23,0.27,27,0.168,10,0.333,14,0.175,26,0.495,25,0.324,13,0.159,25,0.329,16,0.180427446569179
"D. Issel (40-42)","2000-01","DEN","40","42",19,-2.8,21,102.2,12,104.9,26,7,93.98,16,0.47,23,0.286,4,0.147,17,0.306,5,0.21,20,0.476,11,0.296,28,0.139,14,0.31,15,0.168932600520683
"D. Issel (35-47)","1999-00","DEN","35","47",19,-2.3,22,102.2,19,104.5,22,8,95.95,16,0.476,14,0.306,14,0.161,14,0.321,5,0.202,14,0.479,17,0.313,26,0.149,14,0.312,12,0.161944484395225
"M. D'Antoni (14-36)","1998-99","DEN","14","36",26,-7.3,26,101.4,12,108.6,29,6,91.99,18,0.459,14,0.332,6,0.16,19,0.319,2,0.231,28,0.499,15,0.333,27,0.152,24,0.34,8,0.15932287776948
"B. Hanzlik (11-71)","1997-98","DEN","11","71",29,-13.2,29,97.4,28,110.6,29,19,91.06,28,0.44,13,0.335,21,0.175,16,0.337,19,0.139,27,0.506,27,0.378,15,0.166,25,0.361,26,0.173469387755102
"B. Bickerstaff (4-9)","1996-97","DEN","4","9",20,-6.6,24,93.1,28,99.8,14,4,94.79,27,0.444,14,0.33,27,0.21,12,0.344,17,0.213,9,0.468,19,0.357,17,0.185,13,0.333,11,0.198284080076263
"D. Motta (17-52)","1996-97","DEN","17","52",26,-6.5,24,105.1,16,111.6,28,6,93.46,14,0.494,24,0.292,13,0.168,23,0.321,4,0.264,24,0.507,2,0.261,29,0.126,13,0.334,1,0.170269371466578
"M. Williams (14-68)","2023-24","DET","14","68",30,-9,29,109,27,118,25,9,100.45,28,0.526,15,0.246,27,0.151,20,0.277,27,0.36,25,0.558,28,0.276,27,0.123,5,0.27,4,0.36734693877551
"D. Casey (17-65)","2022-23","DET","17","65",30,-7.9,28,109.9,28,117.8,27,13,99.88,27,0.52,4,0.295,26,0.15,8,0.292,15,0.372,24,0.557,29,0.298,21,0.134,27,0.298,15,0.378288562725007
"D. Casey (23-59)","2021-22","DET","23","59",28,-7.7,26,105.6,28,113.3,24,13,98.81,30,0.494,15,0.249,20,0.143,13,0.276,17,0.391,23,0.541,30,0.292,6,0.147,26,0.293,7,0.37838604453269
"D. Casey (20-52)","2020-21","DET","20","52",29,-4.5,25,107.6,26,112.2,19,23,98.19,26,0.519,5,0.273,26,0.151,15,0.267,16,0.385,18,0.541,19,0.257,14,0.141,24,0.275,3,0.361022364217252
"D. Casey (20-46)","2019-20","DET","20","46",26,-3.5,23,108.8,20,112.3,22,28,97.86,19,0.529,17,0.261,27,0.155,11,0.277,15,0.381,22,0.541,7,0.239,18,0.142,25,0.283,1,0.338653712699514
"D. Casey (41-41)","2018-19","DET","41","41",16,-0.3,16,108.4,21,108.7,12,28,97.88,26,0.509,12,0.262,18,0.14,5,0.291,6,0.394,19,0.526,26,0.279,13,0.142,4,0.255,2,0.326876165877457
"S. Van Gundy (39-43)","2017-18","DET","39","43",19,-0.1,19,106.6,19,106.7,10,23,96.75,20,0.512,25,0.227,7,0.138,16,0.269,16,0.333,16,0.524,3,0.222,8,0.152,9,0.26,27,0.361619919862622
"S. Van Gundy (37-45)","2016-17","DET","37","45",19,-1.4,21,105.3,23,106.7,8,21,95.52,27,0.492,30,0.218,2,0.123,9,0.286,27,0.263,19,0.516,9,0.253,24,0.133,1,0.225,12,0.307174231332357
"S. Van Gundy (44-38)","2015-16","DET","44","38",12,0.3,14,105.3,15,104.9,13,21,95.75,22,0.491,5,0.296,8,0.14,2,0.313,10,0.303,16,0.504,5,0.25,23,0.139,2,0.247,1,0.243227582210633
"S. Van Gundy (32-50)","2014-15","DET","32","50",23,-1.1,19,104.3,15,105.4,20,21,93.68,24,0.482,20,0.261,8,0.142,3,0.316,11,0.29,20,0.502,8,0.249,17,0.148,14,0.288,10,0.262432154906851
"M. Cheeks (21-29)","2013-14","DET","21","29",21,-2.3,21,104.3,19,106.6,20,12,95.88,22,0.485,9,0.302,23,0.161,1,0.348,26,0.226,29,0.516,15,0.288,2,0.171,22,0.307,22,0.271087274500244
"J. Loyer (8-24)","2013-14","DET","8","24",25,-6,26,106.7,20,112.7,29,13,95.08,29,0.478,14,0.287,2,0.136,1,0.344,26,0.215,25,0.526,17,0.29,27,0.133,22,0.306,23,0.279617365710081
"L. Frank (29-53)","2012-13","DET","29","53",23,-4.5,25,102.7,21,107.2,24,22,91.68,19,0.487,11,0.282,27,0.164,9,0.324,23,0.217,21,0.505,16,0.274,23,0.149,21,0.305,19,0.251840721262209
"L. Frank (25-41)","2011-12","DET","25","41",22,-5,26,100,27,105,21,25,90.31,28,0.468,12,0.279,29,0.172,8,0.322,25,0.175,24,0.5,22,0.295,13,0.159,18,0.311,10,0.216436759277249
"J. Kuester (30-52)","2010-11","DET","30","52",24,-3.7,23,107,14,110.7,28,28,89.79,17,0.495,26,0.279,6,0.144,9,0.317,24,0.189,30,0.526,18,0.306,10,0.156,26,0.319,18,0.228103044496487
"J. Kuester (27-55)","2009-10","DET","27","55",24,-5.9,27,104.5,21,110.3,26,29,89.46,29,0.474,13,0.303,13,0.149,2,0.346,27,0.18,30,0.526,28,0.344,6,0.159,15,0.303,29,0.245301360985094
"M. Curry (39-43)","2008-09","DET","39","43",17,-0.6,17,105.8,21,106.4,14,30,88.02,26,0.483,23,0.282,2,0.133,11,0.311,28,0.165,6,0.485,19,0.32,29,0.132,7,0.289,3,0.192476489028213
"F. Saunders (59-23)","2007-08","DET","59","23",2,8.3,2,109.8,7,101.5,4,30,88.54,15,0.495,17,0.3,4,0.131,5,0.327,22,0.203,3,0.47,21,0.328,12,0.152,16,0.3,5,0.197627824971951
"F. Saunders (53-29)","2006-07","DET","53","29",4,4.8,6,107.4,6,102.6,6,30,88.56,21,0.488,22,0.307,1,0.137,15,0.307,19,0.201,5,0.477,12,0.317,12,0.164,25,0.322,4,0.190153069275683
"F. Saunders (64-18)","2005-06","DET","64","18",1,7.6,1,109.3,4,101.7,5,29,87.98,7,0.497,28,0.297,1,0.128,8,0.317,12,0.221,11,0.477,1,0.26,10,0.157,23,0.32,2,0.156899224806202
"L. Brown (54-28)","2004-05","DET","54","28",5,4.3,5,103.9,18,99.6,3,30,88.59,23,0.472,11,0.335,14,0.154,4,0.34,22,0.164,5,0.461,3,0.276,18,0.154,8,0.307,6,0.186730295566502
"L. Brown (54-28)","2003-04","DET","54","28",6,6.5,2,100.3,19,93.9,2,22,89.34,20,0.461,6,0.328,20,0.168,8,0.332,25,0.153,2,0.441,3,0.271,5,0.178,15,0.314,11,0.185010975227344
"R. Carlisle (50-32)","2002-03","DET","50","32",5,4.2,5,102.4,17,98.2,4,29,88.26,14,0.473,9,0.322,7,0.151,24,0.294,3,0.237,5,0.461,17,0.302,17,0.157,2,0.293,1,0.133833147232413
"R. Carlisle (50-32)","2001-02","DET","50","32",6,2.3,9,103.2,13,100.9,8,16,91.38,6,0.497,8,0.31,18,0.159,28,0.277,4,0.239,11,0.474,7,0.273,4,0.17,20,0.324,2,0.151695692025665
"G. Irvine (32-50)","2000-01","DET","32","50",21,-1.8,19,98.5,24,100.3,8,1,96.15,26,0.453,9,0.325,17,0.164,9,0.325,18,0.162,10,0.466,17,0.317,18,0.16,10,0.309,22,0.179416058394161
"A. Gentry (28-30)","1999-00","DET","28","30",15,0.4,15,104.2,6,103.8,21,4,98.23,7,0.486,1,0.38,10,0.16,25,0.288,9,0.182,27,0.501,17,0.315,9,0.172,5,0.303,20,0.171677379224549
"G. Irvine (14-10)","1999-00","DET","14","10",14,3.9,9,107.8,5,104,18,5,95.92,5,0.505,1,0.371,14,0.159,13,0.311,12,0.191,22,0.494,26,0.38,5,0.178,15,0.312,29,0.215613382899628
"A. Gentry (29-21)","1998-99","DET","29","21",10,4,6,102.4,11,98.4,9,26,87.93,10,0.48,10,0.345,24,0.179,11,0.331,8,0.183,16,0.468,22,0.362,8,0.174,2,0.303,25,0.187414124759549
"D. Collins (21-24)","1997-98","DET","21","24",19,2.4,12,100.6,19,98.2,6,26,89.76,26,0.452,8,0.358,7,0.161,18,0.337,20,0.127,9,0.46,16,0.335,8,0.177,6,0.323,28,0.17531150391191
"A. Gentry (16-21)","1997-98","DET","16","21",20,0.6,14,106.8,12,106.2,21,22,89.74,11,0.496,5,0.361,9,0.16,19,0.326,12,0.172,21,0.49,13,0.315,18,0.16,18,0.342,19,0.169172932330827
"D. Collins (54-28)","1996-97","DET","54","28",9,5.9,6,108.5,5,102.6,9,28,86.09,4,0.512,11,0.327,1,0.146,28,0.302,7,0.246,12,0.487,4,0.268,18,0.168,8,0.325,26,0.229497672925694
"S. Kerr (46-36)","2023-24","GSW","46","36",16,2.4,13,116.9,9,114.5,15,11,99.91,12,0.557,29,0.219,22,0.142,4,0.315,6,0.425,10,0.539,17,0.248,23,0.129,10,0.275,24,0.408631153068105
"S. Kerr (44-38)","2022-23","GSW","44","38",11,1.7,11,115.1,10,113.4,14,1,102.54,3,0.571,30,0.224,29,0.158,16,0.277,3,0.479,10,0.54,23,0.278,17,0.138,16,0.281,21,0.392510775862069
"S. Kerr (53-29)","2021-22","GSW","53","29",3,5.5,4,112.1,16,106.6,2,15,98.74,3,0.552,23,0.235,29,0.15,15,0.269,2,0.456,2,0.509,26,0.265,7,0.147,6,0.264,22,0.415328261482108
"S. Kerr (39-33)","2020-21","GSW","39","33",14,1.1,15,110.5,20,109.4,5,3,102.81,7,0.551,20,0.239,24,0.146,30,0.222,5,0.439,4,0.522,29,0.286,7,0.146,22,0.273,15,0.387172284644195
"S. Kerr (15-50)","2019-20","GSW","15","50",30,-8.6,30,104.4,30,113,26,15,101.04,30,0.497,14,0.264,19,0.146,25,0.255,24,0.355,28,0.553,11,0.247,6,0.154,21,0.278,22,0.392534722222222
"S. Kerr (57-25)","2018-19","GSW","57","25",3,6.5,2,115,1,108.6,11,10,101.74,1,0.565,28,0.227,16,0.139,23,0.257,8,0.384,3,0.508,21,0.266,19,0.132,17,0.273,19,0.368491500468478
"S. Kerr (58-24)","2017-18","GSW","58","24",3,5.9,3,112.8,3,106.8,11,5,100.35,1,0.569,20,0.239,25,0.153,27,0.243,15,0.339,5,0.504,13,0.245,17,0.142,29,0.288,8,0.324119241192412
"S. Kerr (67-15)","2016-17","GSW","67","15",1,11.4,1,114.8,1,103.4,2,4,100.37,1,0.563,20,0.259,20,0.146,17,0.272,6,0.359,1,0.486,11,0.261,5,0.154,27,0.291,14,0.311448502256873
"S. Kerr (73-9)","2015-16","GSW","73","9",1,10.6,2,113.5,1,102.8,6,2,100.24,1,0.563,25,0.25,18,0.15,22,0.267,2,0.362,2,0.479,15,0.275,18,0.143,15,0.28,7,0.263028649386085
"S. Kerr (67-15)","2014-15","GSW","67","15",1,9.9,1,110.4,2,100.4,1,1,99.28,1,0.54,26,0.239,11,0.145,24,0.273,7,0.311,1,0.47,20,0.284,7,0.163,18,0.297,5,0.24802371541502
"M. Jackson (51-31)","2013-14","GSW","51","31",8,4.9,5,106.3,12,101.4,3,5,97.37,8,0.517,29,0.247,15,0.155,22,0.284,8,0.291,3,0.477,16,0.292,17,0.153,4,0.276,7,0.239306358381503
"M. Jackson (47-35)","2012-13","GSW","47","35",10,0.9,12,105.1,12,104.2,12,4,95.64,10,0.506,22,0.255,14,0.157,24,0.285,14,0.239,8,0.486,22,0.282,27,0.141,2,0.288,28,0.272648835202761
"M. Jackson (23-43)","2011-12","GSW","23","43",23,-3.4,22,103.9,16,107.3,26,7,93.78,5,0.505,29,0.227,4,0.147,29,0.256,11,0.248,23,0.496,27,0.318,14,0.157,30,0.342,21,0.235868164242313
"K. Smart (36-46)","2010-11","GSW","36","46",20,-2.3,21,107.1,13,109.4,25,4,95.85,9,0.51,30,0.241,18,0.151,16,0.3,8,0.248,21,0.509,29,0.333,4,0.167,30,0.341,20,0.233647613435474
"D. Nelson (26-56)","2009-10","GSW","26","56",26,-3.3,22,107,14,110.3,28,1,101.52,8,0.514,17,0.294,10,0.144,30,0.254,8,0.238,28,0.525,26,0.34,1,0.173,30,0.341,12,0.215270865917816
"D. Nelson (29-53)","2008-09","GSW","29","53",24,-3.7,24,108,11,111.7,28,1,99.57,18,0.497,5,0.339,13,0.146,20,0.293,21,0.209,20,0.508,21,0.323,15,0.149,30,0.348,9,0.210504606077272
"D. Nelson (48-34)","2007-08","GSW","48","34",12,1.9,13,110.4,5,108.5,24,2,99.96,7,0.511,25,0.276,3,0.131,15,0.301,2,0.295,23,0.509,25,0.34,3,0.168,30,0.328,14,0.222349242640755
"D. Nelson (42-40)","2006-07","GSW","42","40",12,-0.3,13,106.2,9,106.5,21,1,99.97,3,0.512,24,0.3,13,0.159,24,0.285,3,0.279,24,0.506,23,0.352,1,0.185,29,0.338,30,0.242212518195051
"M. Montgomery (34-48)","2005-06","GSW","34","48",22,-1.4,18,103.5,20,104.9,17,4,94.43,24,0.479,19,0.323,6,0.148,21,0.296,2,0.27,19,0.492,15,0.328,7,0.161,21,0.314,12,0.200059943054099
"M. Montgomery (34-48)","2004-05","GSW","34","48",21,-2.2,21,103.4,22,105.5,16,8,94.45,21,0.475,29,0.278,4,0.142,24,0.303,6,0.252,19,0.491,9,0.305,12,0.16,27,0.334,4,0.181193331383445
"E. Musselman (37-45)","2003-04","GSW","37","45",18,-1.1,16,101.5,12,102.6,18,18,90.95,12,0.475,13,0.311,12,0.161,16,0.312,11,0.197,16,0.476,5,0.283,21,0.152,8,0.306,6,0.166968325791855
"E. Musselman (38-44)","2002-03","GSW","38","44",19,-1.3,20,106.4,3,107.7,29,2,95.88,17,0.472,4,0.343,20,0.164,1,0.371,15,0.178,20,0.482,11,0.29,28,0.142,28,0.337,7,0.16404181184669
"D. Cowens (8-15)","2001-02","GSW","8","15",24,-6.2,26,98.6,24,104.8,22,9,93.47,28,0.433,4,0.357,29,0.192,1,0.408,24,0.124,20,0.48,17,0.289,23,0.147,13,0.314,4,0.153444676409186
"B. Winters (13-46)","2001-02","GSW","13","46",29,-5.4,26,102.6,18,108,29,2,96.63,27,0.459,6,0.327,26,0.168,2,0.359,24,0.149,24,0.491,20,0.309,20,0.15,27,0.337,9,0.170967106558992
"D. Cowens (17-65)","2000-01","GSW","17","65",28,-9.2,28,96.3,28,105.5,27,2,95.7,29,0.429,25,0.282,19,0.165,1,0.357,25,0.134,29,0.504,12,0.298,6,0.171,21,0.32,19,0.171958456973294
"P. Carlesimo (6-21)","1999-00","GSW","6","21",28,-7.6,27,98,25,105.6,28,8,97.04,27,0.44,28,0.263,7,0.153,1,0.354,19,0.147,26,0.496,17,0.326,15,0.162,15,0.317,16,0.167336010709505
"G. St. Jean (13-42)","1999-00","GSW","13","42",28,-8.8,28,98.1,27,106.9,28,3,97.14,29,0.446,12,0.32,23,0.168,3,0.342,20,0.151,25,0.5,27,0.352,9,0.17,26,0.333,19,0.173759647188534
"P. Carlesimo (21-29)","1998-99","GSW","21","29",21,-2.9,24,96,28,98.9,10,12,90.96,27,0.434,27,0.282,11,0.167,1,0.367,25,0.135,7,0.445,29,0.398,21,0.16,3,0.31,4,0.149428274428274
"P. Carlesimo (19-63)","1997-98","GSW","19","63",25,-9.6,28,93.9,29,103.5,17,8,93.31,29,0.427,28,0.278,23,0.178,4,0.356,29,0.101,10,0.469,19,0.339,28,0.15,14,0.336,3,0.142687629783447
"R. Adelman (30-52)","1996-97","GSW","30","52",21,-5,23,105.3,11,110.3,28,6,93.58,16,0.493,10,0.332,28,0.182,7,0.347,15,0.208,28,0.518,13,0.312,19,0.166,27,0.352,27,0.231328878990349
"I. Udoka (41-41)","2023-24","HOU","41","41",19,0.9,18,113.7,20,112.8,10,13,99.59,27,0.529,9,0.257,7,0.127,8,0.294,13,0.397,5,0.533,29,0.286,15,0.138,12,0.278,20,0.401882092443952
"S. Silas (22-60)","2022-23","HOU","22","60",28,-8.1,29,110.5,27,118.6,29,14,99.74,30,0.516,7,0.285,30,0.162,1,0.344,24,0.359,28,0.564,19,0.275,23,0.132,9,0.271,30,0.440492665375035
