"coach_name","season","team_abbreviation","wins","losses","w_pct_rank","net_rating","net_rating_rank","off_rating","off_rating_rank","def_rating","def_rating_rank","pace_rank","pace","efg_pct_rank","efg_pct","fta_rate_rank","fta_rate","tm_tov_pct_rank","tm_tov_pct","oreb_pct_rank","oreb_pct","pct_fga_3pt_rank","pct_fga_3pt","opp_efg_pct_rank","opp_efg_pct","opp_fta_rate_rank","opp_fta_rate","opp_tov_pct_rank","opp_tov_pct","opp_oreb_pct_rank","opp_oreb_pct","opp_pct_fga_3pt_rank","opp_pct_fga_3pt"
"K. Rambis (15-67)","2009-10","MIN","15","67",29,-9.8,30,100.6,29,110.4,29,3,97.12,27,0.478,25,0.278,28,0.167,14,0.308,28,0.171,27,0.525,13,0.285,21,0.146,8,0.295,26,0.242781209596322
"R. Wittman (4-15)","2008-09","MIN","4","15",27,-6.4,25,102.1,23,108.5,25,21,91.86,28,0.46,23,0.281,12,0.151,7,0.322,25,0.179,22,0.51,25,0.337,26,0.145,10,0.295,10,0.205162144275314
"K. McHale (20-43)","2008-09","MIN","20","43",26,-4.6,26,105.7,24,110.3,25,14,93.04,26,0.488,18,0.292,20,0.153,6,0.32,12,0.242,25,0.516,22,0.324,28,0.131,3,0.279,12,0.21980198019802
"R. Wittman (22-60)","2007-08","MIN","22","60",27,-7.3,27,102.7,26,110,27,14,92.84,20,0.484,29,0.248,21,0.156,11,0.314,25,0.185,26,0.513,27,0.35,20,0.145,12,0.297,22,0.233914519364296
"D. Casey (20-20)","2006-07","MIN","20","20",14,-1.4,18,102.9,24,104.2,14,23,91.38,15,0.495,22,0.307,24,0.173,17,0.301,28,0.152,16,0.49,3,0.273,28,0.153,11,0.296,7,0.188325652841782
"R. Wittman (12-30)","2006-07","MIN","12","30",28,-6.5,30,102,28,108.6,26,13,92.96,23,0.487,29,0.277,16,0.16,23,0.284,24,0.182,19,0.506,14,0.32,23,0.15,17,0.308,30,0.254513686662784
"D. Casey (33-49)","2005-06","MIN","33","49",24,-2,22,101.5,27,103.5,12,22,89.58,23,0.48,26,0.299,22,0.16,20,0.296,26,0.149,7,0.475,11,0.32,19,0.154,27,0.327,6,0.189836268149521
"F. Saunders (25-26)","2004-05","MIN","25","26",16,0.8,13,106.6,7,105.8,21,20,90.55,8,0.491,29,0.269,8,0.148,17,0.319,17,0.191,15,0.48,4,0.28,29,0.135,16,0.321,15,0.195052331113226
"K. McHale (19-12)","2004-05","MIN","19","12",11,2.9,10,106.7,13,103.7,12,23,90.13,12,0.486,28,0.285,5,0.141,11,0.325,24,0.143,4,0.46,3,0.272,30,0.12,13,0.312,5,0.183054799844539
"F. Saunders (58-24)","2003-04","MIN","58","24",2,5.7,4,104.2,5,98.5,6,20,90.24,4,0.486,27,0.265,2,0.14,23,0.303,27,0.137,3,0.444,6,0.286,26,0.149,9,0.309,9,0.178264150943396
"F. Saunders (51-31)","2002-03","MIN","51","31",4,2.2,11,104.8,5,102.5,16,9,93.08,6,0.488,25,0.268,3,0.146,17,0.31,28,0.118,14,0.472,4,0.27,26,0.145,9,0.305,24,0.198166739415103
"F. Saunders (50-32)","2001-02","MIN","50","32",6,3.4,6,107.5,4,104.1,17,13,91.72,9,0.49,27,0.255,7,0.145,5,0.343,22,0.152,16,0.482,16,0.294,25,0.145,3,0.297,24,0.198527201683198
"F. Saunders (47-35)","2000-01","MIN","47","35",12,1.6,15,103.9,11,102.4,16,14,92.99,10,0.482,29,0.253,5,0.148,13,0.315,27,0.131,22,0.478,21,0.328,15,0.162,20,0.318,3,0.151183970856102
"F. Saunders (50-32)","1999-00","MIN","50","32",8,2.5,10,104.2,8,101.7,12,22,93.37,13,0.485,28,0.256,5,0.147,16,0.318,28,0.104,9,0.474,21,0.332,18,0.159,9,0.304,13,0.162104622871046
"F. Saunders (25-25)","1998-99","MIN","25","25",17,0.5,15,99.9,16,99.4,11,5,92.86,25,0.439,28,0.264,1,0.138,6,0.348,29,0.095,14,0.467,27,0.385,5,0.18,18,0.327,18,0.171069840439445
"F. Saunders (45-37)","1997-98","MIN","45","37",13,0.8,16,106.4,5,105.5,24,4,93.89,10,0.483,15,0.329,1,0.146,17,0.333,24,0.128,16,0.48,11,0.324,21,0.157,18,0.343,28,0.175801749271137
"F. Saunders (40-42)","1996-97","MIN","40","42",15,-1.7,17,103.9,16,105.5,15,13,92.04,19,0.485,8,0.339,7,0.164,23,0.323,25,0.17,11,0.486,18,0.334,16,0.169,26,0.351,5,0.197277871234134
"W. Green (49-33)","2023-24","NOP","49","33",8,4.6,6,116.5,11,111.9,6,16,98.7,11,0.558,7,0.261,12,0.132,19,0.278,22,0.373,12,0.541,12,0.237,7,0.144,8,0.275,29,0.443885394828791
"W. Green (42-40)","2022-23","NOP","42","40",15,1.9,10,113.8,20,112,6,16,99.58,17,0.543,10,0.279,20,0.145,9,0.29,28,0.344,16,0.543,18,0.272,7,0.149,5,0.268,26,0.415622800844476
"W. Green (36-46)","2021-22","NOP","36","46",20,-0.8,21,111.2,19,112,18,21,98.02,24,0.517,6,0.264,21,0.143,4,0.306,24,0.365,26,0.547,14,0.25,9,0.144,3,0.258,23,0.415608503352832
"S. Van Gundy (31-41)","2020-21","NOP","31","41",21,-0.3,18,113,11,113.3,23,10,100.54,17,0.537,2,0.293,22,0.144,1,0.302,28,0.342,25,0.55,9,0.236,19,0.132,3,0.245,27,0.426838749805629
"A. Gentry (30-42)","2019-20","NOP","30","42",21,-1.3,20,110.5,15,111.8,21,4,103.89,6,0.539,21,0.256,29,0.156,4,0.287,9,0.403,16,0.532,17,0.268,20,0.139,18,0.271,7,0.368779307215247
"A. Gentry (33-49)","2018-19","NOP","33","49",22,-1.3,20,110.7,12,112,22,2,103.89,11,0.529,19,0.254,22,0.142,7,0.285,24,0.324,21,0.532,15,0.253,23,0.13,14,0.271,14,0.363469119579501
"A. Gentry (48-34)","2017-18","NOP","48","34",8,1.1,13,108.5,12,107.4,14,1,101.48,4,0.541,22,0.237,16,0.145,29,0.24,20,0.319,9,0.513,4,0.223,21,0.141,19,0.274,13,0.33271424781109
"A. Gentry (34-48)","2016-17","NOP","34","48",21,-2.1,22,104.7,26,106.8,9,8,98.56,20,0.504,24,0.256,4,0.129,29,0.228,16,0.308,12,0.509,5,0.232,18,0.14,11,0.272,24,0.334977394163584
"A. Gentry (30-52)","2015-16","NOP","30","52",25,-3.7,25,104.8,18,108.4,26,8,97.64,19,0.498,22,0.259,4,0.137,24,0.252,18,0.277,26,0.523,21,0.287,22,0.14,3,0.252,20,0.297077213901411
"M. Williams (45-37)","2014-15","NOP","45","37",13,0.8,13,107.1,9,106.3,22,27,92.29,11,0.501,18,0.263,10,0.143,8,0.309,23,0.233,16,0.496,11,0.257,28,0.132,13,0.288,4,0.235544467273261
"M. Williams (34-48)","2013-14","NOP","34","48",21,-3,22,106.2,13,109.1,27,20,93.07,17,0.495,15,0.286,7,0.147,13,0.305,29,0.193,25,0.515,30,0.331,16,0.154,23,0.306,24,0.278209227957972
"M. Williams (27-55)","2012-13","NOH","27","55",26,-4.4,24,104.5,15,108.9,28,30,89.5,17,0.489,24,0.248,25,0.162,5,0.332,18,0.224,28,0.52,18,0.274,26,0.147,7,0.295,24,0.262315462315462
"M. Williams (21-45)","2011-12","NOH","21","45",27,-4,24,99.9,28,103.9,15,30,89.27,21,0.476,15,0.274,30,0.173,14,0.31,30,0.152,13,0.485,21,0.287,19,0.154,12,0.304,29,0.258673862760216
"M. Williams (46-36)","2010-11","NOH","46","36",11,1,14,105.4,18,104.4,9,29,89.4,19,0.493,15,0.296,7,0.145,19,0.289,21,0.192,17,0.501,8,0.286,7,0.161,2,0.279,29,0.247700602600698
"B. Scott (3-6)","2009-10","NOH","3","6",24,-5.3,24,107,13,112.4,28,22,92.32,10,0.51,26,0.25,4,0.138,24,0.278,7,0.254,26,0.533,4,0.253,25,0.145,28,0.336,29,0.28042328042328
"J. Bower (34-39)","2009-10","NOH","34","39",20,-2.1,19,106.4,18,108.5,19,14,93.68,12,0.506,29,0.242,9,0.143,24,0.283,12,0.227,26,0.522,7,0.276,12,0.153,13,0.3,12,0.218446601941748
"B. Scott (49-33)","2008-09","NOH","49","33",10,1.8,12,107.6,13,105.8,10,28,88.74,14,0.501,22,0.288,6,0.141,25,0.282,11,0.24,12,0.496,13,0.297,14,0.149,12,0.293,29,0.256754621583189
"B. Scott (56-26)","2007-08","NOH","56","26",4,5.6,5,110,6,104.4,6,26,91.04,6,0.512,28,0.251,2,0.13,18,0.3,11,0.239,17,0.501,1,0.239,14,0.151,2,0.283,24,0.235009085402786
"B. Scott (39-43)","2006-07","NOK","39","43",18,-1.6,19,103.7,23,105.4,14,23,91.19,28,0.479,27,0.291,10,0.157,11,0.318,23,0.188,16,0.499,4,0.28,29,0.148,4,0.281,29,0.239398084815321
"B. Scott (38-44)","2005-06","NOK","38","44",18,-2.8,24,102.3,26,105.1,18,21,90.32,30,0.464,15,0.339,4,0.147,18,0.297,28,0.138,22,0.502,12,0.32,8,0.16,6,0.291,30,0.236398345529749
"B. Scott (18-64)","2004-05","NOH","18","64",28,-7.7,29,98.2,30,105.9,20,28,88.97,30,0.446,28,0.279,23,0.165,8,0.329,13,0.201,20,0.491,19,0.337,14,0.158,21,0.325,26,0.213684711859025
"T. Floyd (41-41)","2003-04","NOH","41","41",14,0.1,14,100.7,15,100.6,11,19,90.59,22,0.46,19,0.293,18,0.164,9,0.332,2,0.252,17,0.476,13,0.291,8,0.171,16,0.319,22,0.202048417132216
"P. Silas (47-35)","2002-03","NOH","47","35",11,2.4,10,102.4,18,100,6,23,90.72,24,0.465,20,0.285,18,0.161,4,0.345,21,0.161,7,0.464,13,0.295,14,0.159,8,0.303,3,0.153574716170604
"T. Thibodeau (50-32)","2023-24","NYK","50","32",6,4.9,5,117.3,7,112.4,9,30,95.96,16,0.54,14,0.246,18,0.138,1,0.333,11,0.404,15,0.543,7,0.231,16,0.137,6,0.271,19,0.400370054084828
"T. Thibodeau (47-35)","2022-23","NYK","47","35",8,2.8,7,117,4,114.2,19,26,97.75,20,0.541,8,0.285,5,0.131,2,0.318,10,0.4,8,0.536,17,0.269,25,0.129,12,0.273,25,0.413888504634113
"T. Thibodeau (37-45)","2021-22","NYK","37","45",19,-0.4,19,109.7,23,110.2,11,29,96.42,26,0.513,3,0.28,12,0.137,6,0.291,7,0.428,8,0.521,24,0.259,25,0.131,4,0.26,27,0.430070921985816
"T. Thibodeau (41-31)","2020-21","NYK","41","31",11,2.4,9,110.2,22,107.8,4,30,96.32,23,0.524,17,0.242,11,0.133,17,0.264,24,0.347,2,0.509,20,0.257,20,0.131,12,0.262,24,0.413110001610565
"D. Fizdale (4-18)","2019-20","NYK","4","18",29,-10.9,30,102,30,113,23,28,98.5,29,0.484,4,0.294,20,0.153,3,0.291,23,0.348,25,0.548,29,0.319,15,0.151,15,0.272,29,0.418389553862894
"M. Miller (17-27)","2019-20","NYK","17","27",22,-4.3,24,107.8,25,112.1,21,19,99.41,28,0.509,20,0.248,16,0.139,2,0.304,30,0.303,17,0.537,26,0.289,23,0.131,4,0.252,24,0.399479166666667
"D. Fizdale (17-65)","2018-19","NYK","17","65",30,-8.9,28,104,30,112.9,26,17,100.16,30,0.49,8,0.27,17,0.14,20,0.264,22,0.334,23,0.533,20,0.265,20,0.131,25,0.283,15,0.363574537540805
"J. Hornacek (29-53)","2017-18","NYK","29","53",22,-3.4,23,106.3,20,109.7,22,17,97.64,24,0.51,28,0.216,21,0.15,3,0.289,29,0.266,14,0.522,23,0.269,27,0.135,18,0.273,22,0.352359423565979
"J. Hornacek (31-51)","2016-17","NYK","31","51",24,-3.6,24,107.1,18,110.7,25,17,96.63,25,0.496,28,0.239,16,0.143,5,0.305,25,0.279,14,0.511,16,0.278,25,0.133,30,0.302,19,0.322909395504677
"D. Fisher (23-31)","2015-16","NYK","23","31",21,-2.1,21,104.3,15,106.4,19,26,94.06,27,0.479,16,0.269,8,0.142,9,0.29,23,0.253,8,0.484,21,0.289,29,0.124,22,0.292,6,0.252444058222898
"K. Rambis (9-19)","2015-16","NYK","9","19",26,-4,24,103.1,28,107.1,14,27,94.25,25,0.491,28,0.227,13,0.141,21,0.259,19,0.261,7,0.492,4,0.235,30,0.109,9,0.262,9,0.277549342105263
"D. Fisher (17-65)","2014-15","NYK","17","65",29,-10.1,30,98.9,29,109,28,28,92.06,27,0.47,27,0.234,24,0.158,16,0.289,21,0.24,27,0.512,27,0.308,14,0.151,23,0.309,19,0.27685072815534
"M. Woodson (37-45)","2013-14","NYK","37","45",19,-1.1,18,107,11,108.1,24,28,91.24,12,0.505,27,0.248,3,0.141,18,0.291,3,0.302,23,0.514,28,0.32,10,0.158,17,0.295,29,0.300109357912826
"M. Woodson (54-28)","2012-13","NYK","54","28",7,4.5,7,109.8,3,105.4,19,26,90.68,8,0.515,20,0.258,1,0.132,22,0.291,1,0.354,23,0.508,23,0.286,5,0.167,4,0.292,30,0.281068342498036
"M. D'Antoni (18-24)","2011-12","NYK","18","24",21,0.1,17,100.9,22,100.7,10,2,95.1,19,0.478,8,0.31,28,0.173,18,0.306,4,0.27,18,0.489,22,0.299,2,0.18,14,0.299,18,0.224622669428825
"M. Woodson (18-6)","2011-12","NYK","18","6",2,8.9,2,108.2,8,99.3,3,15,91.83,4,0.516,6,0.299,23,0.162,10,0.314,2,0.32,6,0.477,27,0.313,2,0.181,11,0.295,26,0.257665411511565
"M. D'Antoni (42-40)","2010-11","NYK","42","40",15,1,15,109.9,5,109,23,2,96.47,8,0.513,11,0.304,4,0.141,29,0.273,2,0.303,23,0.511,22,0.315,9,0.157,28,0.324,11,0.209898107714702
"M. D'Antoni (29-53)","2009-10","NYK","29","53",22,-4,23,106.4,18,110.3,27,6,95.03,9,0.509,28,0.256,11,0.146,28,0.268,2,0.312,29,0.526,7,0.275,18,0.15,23,0.309,19,0.227615184004636
"M. D'Antoni (32-50)","2008-09","NYK","32","50",23,-2.5,21,107,17,109.4,23,2,97.82,12,0.503,28,0.268,12,0.146,27,0.277,2,0.322,28,0.52,10,0.284,18,0.147,18,0.304,18,0.230791080812385
"I. Thomas (23-59)","2007-08","NYK","23","59",25,-6.8,25,103.5,24,110.4,29,15,92.76,27,0.475,14,0.31,19,0.155,9,0.321,20,0.215,28,0.518,15,0.31,28,0.136,18,0.303,25,0.237222470570705
"I. Thomas (33-49)","2006-07","NYK","33","49",21,-3.1,22,104.3,17,107.4,24,19,91.89,16,0.494,4,0.377,29,0.183,2,0.337,14,0.216,23,0.504,16,0.325,30,0.147,8,0.286,27,0.231952482485532
"L. Brown (23-59)","2005-06","NYK","23","59",29,-6.6,29,102.7,23,109.3,26,16,92.03,22,0.481,1,0.417,30,0.19,3,0.342,27,0.142,26,0.511,29,0.39,23,0.151,13,0.303,29,0.235099858468313
"L. Wilkens (17-22)","2004-05","NYK","17","22",21,-2.4,21,102.7,16,105.1,20,13,92.44,18,0.473,21,0.302,16,0.16,19,0.315,20,0.181,28,0.496,16,0.325,11,0.166,15,0.319,4,0.175284552845528
"H. Williams (16-27)","2004-05","NYK","16","27",22,-3,23,106.1,14,109.1,24,16,91.83,9,0.495,17,0.322,20,0.156,14,0.317,18,0.195,26,0.505,28,0.374,19,0.148,13,0.31,25,0.218111867416395
"D. Chaney (15-24)","2003-04","NYK","15","24",23,-2.9,21,97.7,22,100.6,16,17,91.62,7,0.477,29,0.239,25,0.181,25,0.29,8,0.206,8,0.457,27,0.331,26,0.145,2,0.287,10,0.177756348441016
"H. Williams (1-0)","2003-04","NYK","1","0",1,10,4,120,1,110,11,3,100,1,0.664,3,0.486,10,0.17,15,0.156,8,0.186,10,0.512,11,0.329,15,0.09,1,0.146,11,0.235294117647059
"L. Wilkens (23-19)","2003-04","NYK","23","19",12,-0.7,17,101.1,20,101.8,13,15,90.78,21,0.466,23,0.286,15,0.161,10,0.324,26,0.139,11,0.463,26,0.346,20,0.156,13,0.313,21,0.198786039453718
"D. Chaney (37-45)","2002-03","NYK","37","45",20,-1.3,21,103.3,11,104.6,23,17,92.06,9,0.486,29,0.241,9,0.151,27,0.28,4,0.235,24,0.485,26,0.339,20,0.155,13,0.311,5,0.162550169805496
"J. Van Gundy (10-9)","2001-02","NYK","10","9",13,-1,16,97.8,23,98.8,6,27,89.13,19,0.458,9,0.308,21,0.168,21,0.298,13,0.182,8,0.452,21,0.308,21,0.153,6,0.291,13,0.179277436946149
"D. Chaney (20-43)","2001-02","NYK","20","43",25,-5.2,24,101.1,23,106.3,24,18,91.28,17,0.471,24,0.264,15,0.157,24,0.29,7,0.213,20,0.486,22,0.313,23,0.145,20,0.323,20,0.194591416813639
"J. Van Gundy (48-34)","2000-01","NYK","48","34",11,3,9,100,18,97,3,29,87.74,11,0.476,26,0.279,15,0.163,28,0.276,11,0.18,3,0.453,20,0.327,8,0.167,2,0.293,29,0.205552849488553
"J. Van Gundy (50-32)","1999-00","NYK","50","32",8,1.5,12,100.9,22,99.5,6,29,90.54,15,0.482,23,0.283,13,0.16,28,0.277,20,0.147,5,0.455,23,0.337,21,0.155,5,0.301,28,0.187089715536105
"J. Van Gundy (27-23)","1998-99","NYK","27","23",13,1.2,14,97.2,25,95.9,4,24,88.22,17,0.463,15,0.329,26,0.181,25,0.303,20,0.159,2,0.434,18,0.352,12,0.172,20,0.329,21,0.17467018469657
"J. Van Gundy (43-39)","1997-98","NYK","43","39",14,2.7,11,101.5,19,98.8,4,26,89.53,15,0.476,27,0.283,15,0.169,27,0.319,8,0.178,4,0.455,26,0.376,14,0.167,1,0.297,23,0.17047308319739
"J. Van Gundy (57-25)","1996-97","NYK","57","25",4,3.4,10,102.9,21,99.5,2,15,91.84,11,0.501,7,0.34,29,0.192,24,0.323,14,0.208,1,0.463,28,0.381,10,0.175,1,0.3,20,0.21906887755102
"M. Daigneault (57-25)","2023-24","OKC","57","25",2,7.3,2,118.3,3,111,4,5,100.85,3,0.573,17,0.24,5,0.125,28,0.25,18,0.383,4,0.53,22,0.256,1,0.155,27,0.302,27,0.416826003824092
"M. Daigneault (40-42)","2022-23","OKC","40","42",19,1,15,114.2,16,113.2,13,3,101.94,24,0.531,23,0.256,4,0.127,10,0.289,18,0.369,19,0.547,26,0.288,2,0.163,28,0.307,24,0.407473800330943
"M. Daigneault (24-58)","2021-22","OKC","24","58",27,-8,27,103.8,30,111.7,17,12,99.39,29,0.497,27,0.223,15,0.14,24,0.256,11,0.419,16,0.533,3,0.22,22,0.132,14,0.273,24,0.427300902843283
"M. Daigneault (22-50)","2020-21","OKC","22","50",26,-10.6,30,102.8,30,113.4,24,7,101.61,28,0.509,16,0.242,30,0.158,19,0.254,14,0.399,23,0.547,4,0.216,23,0.128,10,0.258,22,0.407087687414811
"B. Donovan (44-28)","2019-20","OKC","44","28",8,2.1,12,110.1,17,108.1,7,21,99.42,18,0.53,3,0.29,7,0.137,29,0.241,25,0.353,8,0.518,3,0.218,17,0.142,19,0.272,9,0.371087697551906
"B. Donovan (49-33)","2018-19","OKC","49","33",9,3.4,10,109.8,16,106.5,4,6,103.38,22,0.514,10,0.266,8,0.134,3,0.298,16,0.347,17,0.523,24,0.271,1,0.16,9,0.262,11,0.356435643564356
"B. Donovan (48-34)","2017-18","OKC","48","34",8,3.7,6,110.1,7,106.4,9,18,97.34,17,0.514,6,0.275,13,0.143,1,0.32,12,0.345,18,0.525,17,0.252,1,0.163,20,0.275,28,0.364124909222948
"B. Donovan (47-35)","2016-17","OKC","47","35",10,0.8,11,107.9,15,107.1,10,9,98.18,24,0.5,4,0.295,25,0.152,1,0.323,18,0.295,13,0.511,22,0.285,19,0.139,5,0.258,5,0.290940268648185
"B. Donovan (55-27)","2015-16","OKC","55","27",5,7.4,3,112.1,2,104.8,11,10,97.54,4,0.524,8,0.292,28,0.162,1,0.347,19,0.275,5,0.484,13,0.271,27,0.133,16,0.28,8,0.270995550611791
"S. Brooks (45-37)","2014-15","OKC","45","37",13,2.1,12,106.7,10,104.6,15,6,96.61,17,0.492,11,0.284,18,0.151,2,0.318,18,0.262,10,0.489,21,0.286,23,0.14,4,0.27,24,0.28310502283105
"S. Brooks (59-23)","2013-14","OKC","59","23",2,6.4,3,109.4,7,103,5,9,96.33,6,0.52,8,0.303,20,0.158,17,0.294,14,0.271,6,0.488,22,0.304,12,0.157,5,0.278,27,0.287635194387606
"S. Brooks (60-22)","2012-13","OKC","60","22",2,9.9,1,111,2,101.2,4,9,94.58,3,0.527,2,0.338,23,0.16,23,0.291,12,0.244,2,0.469,8,0.254,14,0.155,8,0.298,20,0.252581755593804
"S. Brooks (47-19)","2011-12","OKC","47","19",3,6.3,4,108.4,2,102.1,9,5,94.11,3,0.516,1,0.334,28,0.172,19,0.304,9,0.252,4,0.465,13,0.27,22,0.15,21,0.313,12,0.218688932314798
"S. Brooks (55-27)","2010-11","OKC","55","27",7,3.9,9,109.9,6,105.9,15,10,93.84,13,0.501,2,0.363,12,0.148,13,0.306,19,0.212,11,0.493,19,0.307,18,0.147,18,0.303,3,0.195661732375788
"S. Brooks (50-32)","2009-10","OKC","50","32",9,3.5,10,107,13,103.5,7,11,94.13,19,0.494,6,0.333,23,0.158,4,0.32,23,0.185,5,0.483,17,0.3,5,0.159,20,0.306,8,0.210479309318249
"P. Carlesimo (1-12)","2008-09","OKC","1","12",30,-12.3,30,91.4,30,103.7,14,3,97.46,30,0.421,23,0.283,27,0.175,22,0.289,30,0.094,19,0.488,14,0.309,25,0.147,2,0.278,10,0.199078341013825
"S. Brooks (22-47)","2008-09","OKC","22","47",25,-5,25,103.3,28,108.4,19,9,94.66,30,0.481,11,0.313,29,0.169,11,0.313,30,0.15,26,0.519,8,0.279,20,0.145,6,0.286,10,0.214035701785089
"P. Carlesimo (20-62)","2007-08","SEA","20","62",29,-8.6,29,99.6,29,108.3,23,5,97.32,29,0.467,27,0.265,28,0.163,13,0.305,30,0.134,18,0.503,10,0.287,29,0.134,17,0.3,12,0.22085201793722
"B. Hill (31-51)","2006-07","SEA","31","51",26,-3,21,105.9,11,108.9,27,13,92.92,14,0.499,28,0.288,18,0.165,12,0.312,12,0.219,27,0.515,15,0.323,16,0.161,27,0.324,17,0.218788063337393
"B. Weiss (13-17)","2005-06","SEA","13","17",19,-4.8,27,109.2,3,114,30,18,91.51,11,0.492,21,0.328,15,0.157,2,0.366,3,0.28,30,0.542,27,0.385,11,0.163,21,0.323,27,0.232852774137178
"B. Hill (22-30)","2005-06","SEA","22","30",22,-2.4,22,109.5,4,111.9,28,5,93.93,4,0.51,23,0.305,20,0.157,7,0.325,14,0.222,27,0.518,11,0.319,19,0.151,30,0.35,16,0.211748316693754
"N. McMillan (52-30)","2004-05","SEA","52","30",6,2.3,8,110.3,2,108,27,27,89.24,5,0.495,13,0.328,10,0.151,1,0.357,2,0.281,23,0.496,18,0.333,23,0.148,17,0.319,23,0.206361642118458
"N. McMillan (37-45)","2003-04","SEA","37","45",18,-0.8,15,105.6,3,106.4,27,15,91.34,2,0.501,24,0.27,8,0.158,24,0.302,1,0.294,26,0.487,17,0.306,17,0.161,28,0.345,27,0.210510419812745
"N. McMillan (40-42)","2002-03","SEA","40","42",18,-0.2,17,102.4,16,102.6,17,27,89.17,16,0.472,24,0.27,4,0.147,15,0.314,10,0.196,22,0.484,8,0.283,10,0.164,15,0.312,28,0.213418430884184
"N. McMillan (45-37)","2001-02","SEA","45","37",10,3.3,8,107.3,5,104.1,16,24,90.35,3,0.505,28,0.25,8,0.151,14,0.32,10,0.193,20,0.485,9,0.279,6,0.168,29,0.344,28,0.208024224072672
"P. Westphal (6-9)","2000-01","SEA","6","9",19,-3.7,23,99.3,14,103,24,3,96.37,14,0.466,17,0.317,23,0.188,12,0.322,4,0.205,24,0.486,4,0.281,17,0.171,27,0.352,21,0.18075117370892
"N. McMillan (38-29)","2000-01","SEA","38","29",13,1.1,17,105.6,7,104.5,23,20,91.88,5,0.496,18,0.295,15,0.158,10,0.321,14,0.169,23,0.489,5,0.266,19,0.158,27,0.327,28,0.203451407811081
"P. Westphal (45-37)","1999-00","SEA","45","37",12,1,14,104,9,103.1,17,14,94.74,11,0.487,25,0.282,6,0.148,18,0.312,2,0.232,19,0.483,4,0.259,16,0.161,24,0.327,27,0.186284397060942
"P. Westphal (25-25)","1998-99","SEA","25","25",17,-0.9,18,103.2,6,104.2,26,9,91.22,9,0.481,12,0.341,10,0.167,8,0.344,3,0.226,26,0.489,6,0.295,19,0.162,16,0.327,27,0.190014903129657
"G. Karl (61-21)","1997-98","SEA","61","21",3,7.9,2,110.1,3,102.3,12,20,90.96,1,0.521,18,0.327,4,0.153,26,0.321,3,0.243,15,0.478,8,0.308,4,0.186,27,0.365,29,0.198274533970112
"G. Karl (57-25)","1996-97","SEA","57","25",4,8.5,3,109.6,3,101,6,16,91.68,6,0.51,3,0.358,6,0.163,10,0.341,6,0.247,13,0.49,16,0.326,1,0.203,21,0.343,29,0.262585903787758
"J. Mosley (47-35)","2023-24","ORL","47","35",12,2.2,14,112.9,22,110.8,3,27,97.37,15,0.541,1,0.287,26,0.15,7,0.297,25,0.369,14,0.543,24,0.264,2,0.154,2,0.263,7,0.382916908773969
"J. Mosley (34-48)","2022-23","ORL","34","48",25,-2.3,24,111.3,26,113.7,18,15,99.66,23,0.532,5,0.29,27,0.151,15,0.281,22,0.361,21,0.55,14,0.265,10,0.146,8,0.27,27,0.425143819278799
"J. Mosley (22-60)","2021-22","ORL","22","60",29,-8.1,28,103.9,29,112.1,19,10,99.71,28,0.503,28,0.223,23,0.144,27,0.249,13,0.417,15,0.532,19,0.254,24,0.131,8,0.265,20,0.408082191780822
"S. Clifford (21-51)","2020-21","ORL","21","51",28,-9.3,29,104.6,29,113.9,26,17,99.17,30,0.49,19,0.24,5,0.129,23,0.252,23,0.356,24,0.547,3,0.215,24,0.128,8,0.256,23,0.410315985130112
"S. Clifford (33-40)","2019-20","ORL","33","40",18,-1.3,19,107.9,23,109.2,11,26,98.99,27,0.506,20,0.256,4,0.129,16,0.267,18,0.364,18,0.535,5,0.228,12,0.147,5,0.251,18,0.386725524199905
"S. Clifford (42-40)","2018-19","ORL","42","40",14,0.6,14,108.2,22,107.6,8,24,98.65,20,0.518,29,0.216,6,0.133,22,0.259,14,0.36,10,0.515,5,0.239,21,0.131,3,0.246,9,0.34446764091858
"F. Vogel (25-57)","2017-18","ORL","25","57",26,-4.7,25,104.7,25,109.4,20,12,98.58,21,0.512,21,0.238,17,0.147,25,0.248,14,0.342,17,0.525,12,0.243,16,0.144,28,0.286,6,0.314938684503902
"F. Vogel (29-53)","2016-17","ORL","29","53",26,-6.5,29,103.7,28,110.3,24,14,96.9,29,0.489,27,0.246,8,0.137,20,0.267,17,0.3,22,0.523,12,0.263,23,0.134,12,0.274,10,0.305182883773478
"S. Skiles (35-47)","2015-16","ORL","35","47",20,-1.6,19,104.4,22,106,17,14,96.68,16,0.5,30,0.232,14,0.144,20,0.271,23,0.255,20,0.513,23,0.288,11,0.155,13,0.274,22,0.297956204379562
"J. Vaughn (15-37)","2014-15","ORL","15","37",26,-6.4,26,101,26,107.5,25,13,94.88,14,0.498,27,0.24,23,0.157,30,0.25,22,0.236,28,0.518,18,0.286,21,0.145,6,0.275,11,0.261032863849765
"J. Borrego (10-20)","2014-15","ORL","10","20",25,-4.9,24,100.8,24,105.7,21,20,93.88,19,0.486,30,0.214,21,0.158,9,0.3,22,0.233,22,0.507,16,0.268,4,0.165,19,0.299,27,0.301219512195122
"J. Vaughn (23-59)","2013-14","ORL","23","59",28,-5.7,26,101,29,106.6,18,17,94.27,20,0.487,24,0.253,17,0.156,25,0.267,22,0.235,14,0.504,12,0.274,22,0.146,10,0.286,14,0.259145897099548
