"after","before","count","afterDate","beforeDate","flair"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Nuggets"
1612656000,1612742400,12,2021-02-07,2021-02-08,"Nuggets"
1612742400,1612828800,186,2021-02-08,2021-02-09,"Nuggets"
1612828800,1612915200,271,2021-02-09,2021-02-10,"Nuggets"
1612915200,1613001600,255,2021-02-10,2021-02-11,"Nuggets"
1613001600,1613088000,303,2021-02-11,2021-02-12,"Nuggets"
1613088000,1613174400,207,2021-02-12,2021-02-13,"Nuggets"
1613174400,1613260800,370,2021-02-13,2021-02-14,"Nuggets"
1613260800,1613347200,206,2021-02-14,2021-02-15,"Nuggets"
1613347200,1613433600,744,2021-02-15,2021-02-16,"Nuggets"
1613433600,1613520000,220,2021-02-16,2021-02-17,"Nuggets"
1613520000,1613606400,157,2021-02-17,2021-02-18,"Nuggets"
1613606400,1613692800,482,2021-02-18,2021-02-19,"Nuggets"
1613692800,1613779200,239,2021-02-19,2021-02-20,"Nuggets"
1613779200,1613865600,498,2021-02-20,2021-02-21,"Nuggets"
1613865600,1613952000,270,2021-02-21,2021-02-22,"Nuggets"
1613952000,1614038400,211,2021-02-22,2021-02-23,"Nuggets"
1614038400,1614124800,150,2021-02-23,2021-02-24,"Nuggets"
1614124800,1614211200,732,2021-02-24,2021-02-25,"Nuggets"
1614211200,1614297600,225,2021-02-25,2021-02-26,"Nuggets"
1614297600,1614384000,246,2021-02-26,2021-02-27,"Nuggets"
1614384000,1614470400,48,2021-02-27,2021-02-28,"Nuggets"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Nuggets"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Nuggets"
1614643200,1614729600,146,2021-03-02,2021-03-03,"Nuggets"
1614729600,1614816000,887,2021-03-03,2021-03-04,"Nuggets"
1614816000,1614902400,542,2021-03-04,2021-03-05,"Nuggets"
1614902400,1614988800,4,2021-03-05,2021-03-06,"Nuggets"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Nuggets"
1615075200,1615161600,26,2021-03-07,2021-03-08,"Nuggets"
1615161600,1615248000,600,2021-03-08,2021-03-09,"Nuggets"
1615248000,1615334400,310,2021-03-09,2021-03-10,"Nuggets"
1615334400,1615420800,364,2021-03-10,2021-03-11,"Nuggets"
1615420800,1615507200,263,2021-03-11,2021-03-12,"Nuggets"
1615507200,1615593600,201,2021-03-12,2021-03-13,"Nuggets"
1615593600,1615680000,640,2021-03-13,2021-03-14,"Nuggets"
1615680000,1615766400,473,2021-03-14,2021-03-15,"Nuggets"
1615766400,1615852800,254,2021-03-15,2021-03-16,"Nuggets"
1615852800,1615939200,464,2021-03-16,2021-03-17,"Nuggets"
1615939200,1616025600,212,2021-03-17,2021-03-18,"Nuggets"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Nuggets"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Nuggets"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Nuggets"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Nuggets"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Nuggets"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Nuggets"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Nuggets"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Nuggets"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Nuggets"
1616803200,1616889600,299,2021-03-27,2021-03-28,"Nuggets"
1616889600,1616976000,542,2021-03-28,2021-03-29,"Nuggets"
1616976000,1617062400,1023,2021-03-29,2021-03-30,"Nuggets"
1617062400,1617148800,510,2021-03-30,2021-03-31,"Nuggets"
1617148800,1617235200,1040,2021-03-31,2021-04-01,"Nuggets"
1617235200,1617321600,347,2021-04-01,2021-04-02,"Nuggets"
1617321600,1617408000,1573,2021-04-02,2021-04-03,"Nuggets"
1617408000,1617494400,591,2021-04-03,2021-04-04,"Nuggets"
1617494400,1617580800,511,2021-04-04,2021-04-05,"Nuggets"
1617580800,1617667200,1329,2021-04-05,2021-04-06,"Nuggets"
1617667200,1617753600,470,2021-04-06,2021-04-07,"Nuggets"
1617753600,1617840000,1144,2021-04-07,2021-04-08,"Nuggets"
1617840000,1617926400,1112,2021-04-08,2021-04-09,"Nuggets"
1617926400,1618012800,410,2021-04-09,2021-04-10,"Nuggets"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Nuggets"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Nuggets"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Nuggets"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Nuggets"
1618358400,1618444800,346,2021-04-14,2021-04-15,"Nuggets"
1618444800,1618531200,674,2021-04-15,2021-04-16,"Nuggets"
1618531200,1618617600,648,2021-04-16,2021-04-17,"Nuggets"
1618617600,1618704000,852,2021-04-17,2021-04-18,"Nuggets"
1618704000,1618790400,447,2021-04-18,2021-04-19,"Nuggets"
1618790400,1618876800,426,2021-04-19,2021-04-20,"Nuggets"
1618876800,1618963200,1382,2021-04-20,2021-04-21,"Nuggets"
1618963200,1619049600,640,2021-04-21,2021-04-22,"Nuggets"
1619049600,1619136000,995,2021-04-22,2021-04-23,"Nuggets"
1619136000,1619222400,772,2021-04-23,2021-04-24,"Nuggets"
1619222400,1619308800,685,2021-04-24,2021-04-25,"Nuggets"
1619308800,1619395200,653,2021-04-25,2021-04-26,"Nuggets"
1619395200,1619481600,379,2021-04-26,2021-04-27,"Nuggets"
1619481600,1619568000,701,2021-04-27,2021-04-28,"Nuggets"
1619568000,1619654400,472,2021-04-28,2021-04-29,"Nuggets"
1619654400,1619740800,919,2021-04-29,2021-04-30,"Nuggets"
1619740800,1619827200,588,2021-04-30,2021-05-01,"Nuggets"
1619827200,1619913600,352,2021-05-01,2021-05-02,"Nuggets"
1619913600,1620000000,817,2021-05-02,2021-05-03,"Nuggets"
1620000000,1620086400,631,2021-05-03,2021-05-04,"Nuggets"
1620086400,1620172800,973,2021-05-04,2021-05-05,"Nuggets"
1620172800,1620259200,398,2021-05-05,2021-05-06,"Nuggets"
1620259200,1620345600,658,2021-05-06,2021-05-07,"Nuggets"
1620345600,1620432000,428,2021-05-07,2021-05-08,"Nuggets"
1620432000,1620518400,650,2021-05-08,2021-05-09,"Nuggets"
1620518400,1620604800,435,2021-05-09,2021-05-10,"Nuggets"
1620604800,1620691200,301,2021-05-10,2021-05-11,"Nuggets"
1620691200,1620777600,397,2021-05-11,2021-05-12,"Nuggets"
1620777600,1620864000,606,2021-05-12,2021-05-13,"Nuggets"
1620864000,1620950400,379,2021-05-13,2021-05-14,"Nuggets"
1620950400,1621036800,517,2021-05-14,2021-05-15,"Nuggets"
1621036800,1621123200,496,2021-05-15,2021-05-16,"Nuggets"
1621123200,1621209600,409,2021-05-16,2021-05-17,"Nuggets"
1621209600,1621296000,876,2021-05-17,2021-05-18,"Nuggets"
1621296000,1621382400,571,2021-05-18,2021-05-19,"Nuggets"
1621382400,1621468800,700,2021-05-19,2021-05-20,"Nuggets"
1621468800,1621555200,1250,2021-05-20,2021-05-21,"Nuggets"
1621555200,1621641600,632,2021-05-21,2021-05-22,"Nuggets"
1621641600,1621728000,810,2021-05-22,2021-05-23,"Nuggets"
1621728000,1621814400,1520,2021-05-23,2021-05-24,"Nuggets"
1621814400,1621900800,730,2021-05-24,2021-05-25,"Nuggets"
1621900800,1621987200,2415,2021-05-25,2021-05-26,"Nuggets"
1621987200,1622073600,965,2021-05-26,2021-05-27,"Nuggets"
1622073600,1622160000,645,2021-05-27,2021-05-28,"Nuggets"
1622160000,1622246400,1885,2021-05-28,2021-05-29,"Nuggets"
1622246400,1622332800,1001,2021-05-29,2021-05-30,"Nuggets"
1622332800,1622419200,672,2021-05-30,2021-05-31,"Nuggets"
1622419200,1622505600,501,2021-05-31,2021-06-01,"Nuggets"
1622505600,1622592000,495,2021-06-01,2021-06-02,"Nuggets"
1622592000,1622678400,2583,2021-06-02,2021-06-03,"Nuggets"
1622678400,1622764800,761,2021-06-03,2021-06-04,"Nuggets"
1622764800,1622851200,3361,2021-06-04,2021-06-05,"Nuggets"
1622851200,1622937600,944,2021-06-05,2021-06-06,"Nuggets"
1622937600,1623024000,1406,2021-06-06,2021-06-07,"Nuggets"
1623024000,1623110400,633,2021-06-07,2021-06-08,"Nuggets"
1623110400,1623196800,2006,2021-06-08,2021-06-09,"Nuggets"
1623196800,1623283200,1177,2021-06-09,2021-06-10,"Nuggets"
1623283200,1623369600,1428,2021-06-10,2021-06-11,"Nuggets"
1623369600,1623456000,791,2021-06-11,2021-06-12,"Nuggets"
1623456000,1623542400,1099,2021-06-12,2021-06-13,"Nuggets"
1623542400,1623628800,436,2021-06-13,2021-06-14,"Nuggets"
1623628800,1623715200,1548,2021-06-14,2021-06-15,"Nuggets"
1623715200,1623801600,717,2021-06-15,2021-06-16,"Nuggets"
1606780800,1606867200,124,2020-12-01,2020-12-02,"Pacers"
1606867200,1606953600,110,2020-12-02,2020-12-03,"Pacers"
1606953600,1607040000,160,2020-12-03,2020-12-04,"Pacers"
1607040000,1607126400,129,2020-12-04,2020-12-05,"Pacers"
1607126400,1607212800,132,2020-12-05,2020-12-06,"Pacers"
1607212800,1607299200,82,2020-12-06,2020-12-07,"Pacers"
1607299200,1607385600,125,2020-12-07,2020-12-08,"Pacers"
1607385600,1607472000,120,2020-12-08,2020-12-09,"Pacers"
1607472000,1607558400,99,2020-12-09,2020-12-10,"Pacers"
1607558400,1607644800,107,2020-12-10,2020-12-11,"Pacers"
1607644800,1607731200,239,2020-12-11,2020-12-12,"Pacers"
1607731200,1607817600,117,2020-12-12,2020-12-13,"Pacers"
1607817600,1607904000,93,2020-12-13,2020-12-14,"Pacers"
1607904000,1607990400,129,2020-12-14,2020-12-15,"Pacers"
1607990400,1608076800,105,2020-12-15,2020-12-16,"Pacers"
1608076800,1608163200,117,2020-12-16,2020-12-17,"Pacers"
1608163200,1608249600,123,2020-12-17,2020-12-18,"Pacers"
1608249600,1608336000,118,2020-12-18,2020-12-19,"Pacers"
1608336000,1608422400,93,2020-12-19,2020-12-20,"Pacers"
1608422400,1608508800,107,2020-12-20,2020-12-21,"Pacers"
1608508800,1608595200,114,2020-12-21,2020-12-22,"Pacers"
1608595200,1608681600,87,2020-12-22,2020-12-23,"Pacers"
1608681600,1608768000,229,2020-12-23,2020-12-24,"Pacers"
1608768000,1608854400,235,2020-12-24,2020-12-25,"Pacers"
1608854400,1608940800,131,2020-12-25,2020-12-26,"Pacers"
1608940800,1609027200,100,2020-12-26,2020-12-27,"Pacers"
1609027200,1609113600,271,2020-12-27,2020-12-28,"Pacers"
1609113600,1609200000,483,2020-12-28,2020-12-29,"Pacers"
1609200000,1609286400,202,2020-12-29,2020-12-30,"Pacers"
1609286400,1609372800,202,2020-12-30,2020-12-31,"Pacers"
1609372800,1609459200,213,2020-12-31,2021-01-01,"Pacers"
1609459200,1609545600,150,2021-01-01,2021-01-02,"Pacers"
1609545600,1609632000,109,2021-01-02,2021-01-03,"Pacers"
1609632000,1609718400,199,2021-01-03,2021-01-04,"Pacers"
1609718400,1609804800,86,2021-01-04,2021-01-05,"Pacers"
1609804800,1609891200,341,2021-01-05,2021-01-06,"Pacers"
1609891200,1609977600,139,2021-01-06,2021-01-07,"Pacers"
1609977600,1610064000,397,2021-01-07,2021-01-08,"Pacers"
1610064000,1610150400,203,2021-01-08,2021-01-09,"Pacers"
1610150400,1610236800,69,2021-01-09,2021-01-10,"Pacers"
1610236800,1610323200,94,2021-01-10,2021-01-11,"Pacers"
1610323200,1610409600,82,2021-01-11,2021-01-12,"Pacers"
1610409600,1610496000,121,2021-01-12,2021-01-13,"Pacers"
1610496000,1610582400,546,2021-01-13,2021-01-14,"Pacers"
1610582400,1610668800,310,2021-01-14,2021-01-15,"Pacers"
1610668800,1610755200,332,2021-01-15,2021-01-16,"Pacers"
1610755200,1610841600,234,2021-01-16,2021-01-17,"Pacers"
1610841600,1610928000,249,2021-01-17,2021-01-18,"Pacers"
1610928000,1611014400,280,2021-01-18,2021-01-19,"Pacers"
1611014400,1611100800,260,2021-01-19,2021-01-20,"Pacers"
1611100800,1611187200,161,2021-01-20,2021-01-21,"Pacers"
1611187200,1611273600,205,2021-01-21,2021-01-22,"Pacers"
1611273600,1611360000,160,2021-01-22,2021-01-23,"Pacers"
1611360000,1611446400,211,2021-01-23,2021-01-24,"Pacers"
1611446400,1611532800,58,2021-01-24,2021-01-25,"Pacers"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Pacers"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Pacers"
1611705600,1611792000,39,2021-01-27,2021-01-28,"Pacers"
1611792000,1611878400,260,2021-01-28,2021-01-29,"Pacers"
1611878400,1611964800,220,2021-01-29,2021-01-30,"Pacers"
1611964800,1612051200,99,2021-01-30,2021-01-31,"Pacers"
1612051200,1612137600,139,2021-01-31,2021-02-01,"Pacers"
1612137600,1612224000,156,2021-02-01,2021-02-02,"Pacers"
1612224000,1612310400,143,2021-02-02,2021-02-03,"Pacers"
1612310400,1612396800,155,2021-02-03,2021-02-04,"Pacers"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Pacers"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Pacers"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Pacers"
1612656000,1612742400,1,2021-02-07,2021-02-08,"Pacers"
1612742400,1612828800,45,2021-02-08,2021-02-09,"Pacers"
1612828800,1612915200,70,2021-02-09,2021-02-10,"Pacers"
1612915200,1613001600,120,2021-02-10,2021-02-11,"Pacers"
1613001600,1613088000,159,2021-02-11,2021-02-12,"Pacers"
1613088000,1613174400,84,2021-02-12,2021-02-13,"Pacers"
1613174400,1613260800,97,2021-02-13,2021-02-14,"Pacers"
1613260800,1613347200,124,2021-02-14,2021-02-15,"Pacers"
1613347200,1613433600,182,2021-02-15,2021-02-16,"Pacers"
1613433600,1613520000,108,2021-02-16,2021-02-17,"Pacers"
1613520000,1613606400,43,2021-02-17,2021-02-18,"Pacers"
1613606400,1613692800,181,2021-02-18,2021-02-19,"Pacers"
1613692800,1613779200,143,2021-02-19,2021-02-20,"Pacers"
1613779200,1613865600,75,2021-02-20,2021-02-21,"Pacers"
1613865600,1613952000,116,2021-02-21,2021-02-22,"Pacers"
1613952000,1614038400,130,2021-02-22,2021-02-23,"Pacers"
1614038400,1614124800,147,2021-02-23,2021-02-24,"Pacers"
1614124800,1614211200,256,2021-02-24,2021-02-25,"Pacers"
1614211200,1614297600,182,2021-02-25,2021-02-26,"Pacers"
1614297600,1614384000,203,2021-02-26,2021-02-27,"Pacers"
1614384000,1614470400,79,2021-02-27,2021-02-28,"Pacers"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Pacers"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Pacers"
1614643200,1614729600,59,2021-03-02,2021-03-03,"Pacers"
1614729600,1614816000,80,2021-03-03,2021-03-04,"Pacers"
1614816000,1614902400,222,2021-03-04,2021-03-05,"Pacers"
1614902400,1614988800,0,2021-03-05,2021-03-06,"Pacers"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Pacers"
1615075200,1615161600,26,2021-03-07,2021-03-08,"Pacers"
1615161600,1615248000,445,2021-03-08,2021-03-09,"Pacers"
1615248000,1615334400,122,2021-03-09,2021-03-10,"Pacers"
1615334400,1615420800,133,2021-03-10,2021-03-11,"Pacers"
1615420800,1615507200,149,2021-03-11,2021-03-12,"Pacers"
1615507200,1615593600,196,2021-03-12,2021-03-13,"Pacers"
1615593600,1615680000,138,2021-03-13,2021-03-14,"Pacers"
1615680000,1615766400,124,2021-03-14,2021-03-15,"Pacers"
1615766400,1615852800,135,2021-03-15,2021-03-16,"Pacers"
1615852800,1615939200,176,2021-03-16,2021-03-17,"Pacers"
1615939200,1616025600,83,2021-03-17,2021-03-18,"Pacers"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Pacers"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Pacers"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Pacers"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Pacers"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Pacers"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Pacers"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Pacers"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Pacers"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Pacers"
1616803200,1616889600,55,2021-03-27,2021-03-28,"Pacers"
1616889600,1616976000,107,2021-03-28,2021-03-29,"Pacers"
1616976000,1617062400,129,2021-03-29,2021-03-30,"Pacers"
1617062400,1617148800,131,2021-03-30,2021-03-31,"Pacers"
1617148800,1617235200,80,2021-03-31,2021-04-01,"Pacers"
1617235200,1617321600,74,2021-04-01,2021-04-02,"Pacers"
1617321600,1617408000,138,2021-04-02,2021-04-03,"Pacers"
1617408000,1617494400,91,2021-04-03,2021-04-04,"Pacers"
1617494400,1617580800,110,2021-04-04,2021-04-05,"Pacers"
1617580800,1617667200,89,2021-04-05,2021-04-06,"Pacers"
1617667200,1617753600,114,2021-04-06,2021-04-07,"Pacers"
1617753600,1617840000,119,2021-04-07,2021-04-08,"Pacers"
1617840000,1617926400,107,2021-04-08,2021-04-09,"Pacers"
1617926400,1618012800,70,2021-04-09,2021-04-10,"Pacers"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Pacers"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Pacers"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Pacers"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Pacers"
1618358400,1618444800,153,2021-04-14,2021-04-15,"Pacers"
1618444800,1618531200,111,2021-04-15,2021-04-16,"Pacers"
1618531200,1618617600,121,2021-04-16,2021-04-17,"Pacers"
1618617600,1618704000,53,2021-04-17,2021-04-18,"Pacers"
1618704000,1618790400,158,2021-04-18,2021-04-19,"Pacers"
1618790400,1618876800,107,2021-04-19,2021-04-20,"Pacers"
1618876800,1618963200,116,2021-04-20,2021-04-21,"Pacers"
1618963200,1619049600,91,2021-04-21,2021-04-22,"Pacers"
1619049600,1619136000,133,2021-04-22,2021-04-23,"Pacers"
1619136000,1619222400,76,2021-04-23,2021-04-24,"Pacers"
1619222400,1619308800,98,2021-04-24,2021-04-25,"Pacers"
1619308800,1619395200,69,2021-04-25,2021-04-26,"Pacers"
1619395200,1619481600,90,2021-04-26,2021-04-27,"Pacers"
1619481600,1619568000,84,2021-04-27,2021-04-28,"Pacers"
1619568000,1619654400,112,2021-04-28,2021-04-29,"Pacers"
1619654400,1619740800,62,2021-04-29,2021-04-30,"Pacers"
1619740800,1619827200,68,2021-04-30,2021-05-01,"Pacers"
1619827200,1619913600,41,2021-05-01,2021-05-02,"Pacers"
1619913600,1620000000,114,2021-05-02,2021-05-03,"Pacers"
1620000000,1620086400,111,2021-05-03,2021-05-04,"Pacers"
1620086400,1620172800,146,2021-05-04,2021-05-05,"Pacers"
1620172800,1620259200,184,2021-05-05,2021-05-06,"Pacers"
1620259200,1620345600,418,2021-05-06,2021-05-07,"Pacers"
1620345600,1620432000,178,2021-05-07,2021-05-08,"Pacers"
1620432000,1620518400,98,2021-05-08,2021-05-09,"Pacers"
1620518400,1620604800,136,2021-05-09,2021-05-10,"Pacers"
1620604800,1620691200,106,2021-05-10,2021-05-11,"Pacers"
1620691200,1620777600,153,2021-05-11,2021-05-12,"Pacers"
1620777600,1620864000,158,2021-05-12,2021-05-13,"Pacers"
1620864000,1620950400,131,2021-05-13,2021-05-14,"Pacers"
1620950400,1621036800,132,2021-05-14,2021-05-15,"Pacers"
1621036800,1621123200,109,2021-05-15,2021-05-16,"Pacers"
1621123200,1621209600,151,2021-05-16,2021-05-17,"Pacers"
1621209600,1621296000,148,2021-05-17,2021-05-18,"Pacers"
1621296000,1621382400,286,2021-05-18,2021-05-19,"Pacers"
1621382400,1621468800,401,2021-05-19,2021-05-20,"Pacers"
1621468800,1621555200,320,2021-05-20,2021-05-21,"Pacers"
1621555200,1621641600,275,2021-05-21,2021-05-22,"Pacers"
1621641600,1621728000,302,2021-05-22,2021-05-23,"Pacers"
1621728000,1621814400,294,2021-05-23,2021-05-24,"Pacers"
1621814400,1621900800,232,2021-05-24,2021-05-25,"Pacers"
1621900800,1621987200,206,2021-05-25,2021-05-26,"Pacers"
1621987200,1622073600,251,2021-05-26,2021-05-27,"Pacers"
1622073600,1622160000,248,2021-05-27,2021-05-28,"Pacers"
1622160000,1622246400,268,2021-05-28,2021-05-29,"Pacers"
1622246400,1622332800,331,2021-05-29,2021-05-30,"Pacers"
1622332800,1622419200,249,2021-05-30,2021-05-31,"Pacers"
1622419200,1622505600,187,2021-05-31,2021-06-01,"Pacers"
1622505600,1622592000,116,2021-06-01,2021-06-02,"Pacers"
1622592000,1622678400,408,2021-06-02,2021-06-03,"Pacers"
1622678400,1622764800,340,2021-06-03,2021-06-04,"Pacers"
1622764800,1622851200,421,2021-06-04,2021-06-05,"Pacers"
1622851200,1622937600,252,2021-06-05,2021-06-06,"Pacers"
1622937600,1623024000,356,2021-06-06,2021-06-07,"Pacers"
1623024000,1623110400,193,2021-06-07,2021-06-08,"Pacers"
1623110400,1623196800,220,2021-06-08,2021-06-09,"Pacers"
1623196800,1623283200,371,2021-06-09,2021-06-10,"Pacers"
1623283200,1623369600,264,2021-06-10,2021-06-11,"Pacers"
1623369600,1623456000,230,2021-06-11,2021-06-12,"Pacers"
1623456000,1623542400,148,2021-06-12,2021-06-13,"Pacers"
1623542400,1623628800,178,2021-06-13,2021-06-14,"Pacers"
1623628800,1623715200,228,2021-06-14,2021-06-15,"Pacers"
1623715200,1623801600,180,2021-06-15,2021-06-16,"Pacers"
1606780800,1606867200,195,2020-12-01,2020-12-02,"Pelicans"
1606867200,1606953600,148,2020-12-02,2020-12-03,"Pelicans"
1606953600,1607040000,110,2020-12-03,2020-12-04,"Pelicans"
1607040000,1607126400,160,2020-12-04,2020-12-05,"Pelicans"
1607126400,1607212800,276,2020-12-05,2020-12-06,"Pelicans"
1607212800,1607299200,127,2020-12-06,2020-12-07,"Pelicans"
1607299200,1607385600,182,2020-12-07,2020-12-08,"Pelicans"
1607385600,1607472000,152,2020-12-08,2020-12-09,"Pelicans"
1607472000,1607558400,149,2020-12-09,2020-12-10,"Pelicans"
1607558400,1607644800,230,2020-12-10,2020-12-11,"Pelicans"
1607644800,1607731200,264,2020-12-11,2020-12-12,"Pelicans"
1607731200,1607817600,130,2020-12-12,2020-12-13,"Pelicans"
1607817600,1607904000,212,2020-12-13,2020-12-14,"Pelicans"
1607904000,1607990400,156,2020-12-14,2020-12-15,"Pelicans"
1607990400,1608076800,363,2020-12-15,2020-12-16,"Pelicans"
1608076800,1608163200,194,2020-12-16,2020-12-17,"Pelicans"
1608163200,1608249600,212,2020-12-17,2020-12-18,"Pelicans"
1608249600,1608336000,217,2020-12-18,2020-12-19,"Pelicans"
1608336000,1608422400,230,2020-12-19,2020-12-20,"Pelicans"
1608422400,1608508800,203,2020-12-20,2020-12-21,"Pelicans"
1608508800,1608595200,172,2020-12-21,2020-12-22,"Pelicans"
1608595200,1608681600,229,2020-12-22,2020-12-23,"Pelicans"
1608681600,1608768000,334,2020-12-23,2020-12-24,"Pelicans"
1608768000,1608854400,543,2020-12-24,2020-12-25,"Pelicans"
1608854400,1608940800,416,2020-12-25,2020-12-26,"Pelicans"
1608940800,1609027200,221,2020-12-26,2020-12-27,"Pelicans"
1609027200,1609113600,193,2020-12-27,2020-12-28,"Pelicans"
1609113600,1609200000,356,2020-12-28,2020-12-29,"Pelicans"
1609200000,1609286400,250,2020-12-29,2020-12-30,"Pelicans"
1609286400,1609372800,394,2020-12-30,2020-12-31,"Pelicans"
1609372800,1609459200,165,2020-12-31,2021-01-01,"Pelicans"
1609459200,1609545600,287,2021-01-01,2021-01-02,"Pelicans"
1609545600,1609632000,141,2021-01-02,2021-01-03,"Pelicans"
1609632000,1609718400,503,2021-01-03,2021-01-04,"Pelicans"
1609718400,1609804800,196,2021-01-04,2021-01-05,"Pelicans"
1609804800,1609891200,313,2021-01-05,2021-01-06,"Pelicans"
1609891200,1609977600,163,2021-01-06,2021-01-07,"Pelicans"
1609977600,1610064000,201,2021-01-07,2021-01-08,"Pelicans"
1610064000,1610150400,115,2021-01-08,2021-01-09,"Pelicans"
1610150400,1610236800,320,2021-01-09,2021-01-10,"Pelicans"
1610236800,1610323200,115,2021-01-10,2021-01-11,"Pelicans"
1610323200,1610409600,150,2021-01-11,2021-01-12,"Pelicans"
1610409600,1610496000,97,2021-01-12,2021-01-13,"Pelicans"
1610496000,1610582400,391,2021-01-13,2021-01-14,"Pelicans"
1610582400,1610668800,321,2021-01-14,2021-01-15,"Pelicans"
1610668800,1610755200,219,2021-01-15,2021-01-16,"Pelicans"
1610755200,1610841600,326,2021-01-16,2021-01-17,"Pelicans"
1610841600,1610928000,135,2021-01-17,2021-01-18,"Pelicans"
1610928000,1611014400,229,2021-01-18,2021-01-19,"Pelicans"
1611014400,1611100800,189,2021-01-19,2021-01-20,"Pelicans"
1611100800,1611187200,370,2021-01-20,2021-01-21,"Pelicans"
1611187200,1611273600,196,2021-01-21,2021-01-22,"Pelicans"
1611273600,1611360000,359,2021-01-22,2021-01-23,"Pelicans"
1611360000,1611446400,109,2021-01-23,2021-01-24,"Pelicans"
1611446400,1611532800,192,2021-01-24,2021-01-25,"Pelicans"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Pelicans"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Pelicans"
1611705600,1611792000,96,2021-01-27,2021-01-28,"Pelicans"
1611792000,1611878400,214,2021-01-28,2021-01-29,"Pelicans"
1611878400,1611964800,121,2021-01-29,2021-01-30,"Pelicans"
1611964800,1612051200,411,2021-01-30,2021-01-31,"Pelicans"
1612051200,1612137600,246,2021-01-31,2021-02-01,"Pelicans"
1612137600,1612224000,145,2021-02-01,2021-02-02,"Pelicans"
1612224000,1612310400,185,2021-02-02,2021-02-03,"Pelicans"
1612310400,1612396800,117,2021-02-03,2021-02-04,"Pelicans"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Pelicans"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Pelicans"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Pelicans"
1612656000,1612742400,3,2021-02-07,2021-02-08,"Pelicans"
1612742400,1612828800,127,2021-02-08,2021-02-09,"Pelicans"
1612828800,1612915200,175,2021-02-09,2021-02-10,"Pelicans"
1612915200,1613001600,259,2021-02-10,2021-02-11,"Pelicans"
1613001600,1613088000,321,2021-02-11,2021-02-12,"Pelicans"
1613088000,1613174400,146,2021-02-12,2021-02-13,"Pelicans"
1613174400,1613260800,339,2021-02-13,2021-02-14,"Pelicans"
1613260800,1613347200,163,2021-02-14,2021-02-15,"Pelicans"
1613347200,1613433600,268,2021-02-15,2021-02-16,"Pelicans"
1613433600,1613520000,110,2021-02-16,2021-02-17,"Pelicans"
1613520000,1613606400,139,2021-02-17,2021-02-18,"Pelicans"
1613606400,1613692800,445,2021-02-18,2021-02-19,"Pelicans"
1613692800,1613779200,257,2021-02-19,2021-02-20,"Pelicans"
1613779200,1613865600,295,2021-02-20,2021-02-21,"Pelicans"
1613865600,1613952000,505,2021-02-21,2021-02-22,"Pelicans"
1613952000,1614038400,382,2021-02-22,2021-02-23,"Pelicans"
1614038400,1614124800,315,2021-02-23,2021-02-24,"Pelicans"
1614124800,1614211200,477,2021-02-24,2021-02-25,"Pelicans"
1614211200,1614297600,441,2021-02-25,2021-02-26,"Pelicans"
1614297600,1614384000,588,2021-02-26,2021-02-27,"Pelicans"
1614384000,1614470400,60,2021-02-27,2021-02-28,"Pelicans"
